customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroups,IsMonthly,IsSingle,TotalServices,AvgMonthlyCharge,ChargeDiff
CUST03051,Female,0,1,0,44.0,1,Yes,DSL,0,0,0,0,0,1,Monthly,1,Electronic check,45.51,2002.44,Yes,2-4,1,0,1,45.51,0.0
CUST03053,Male,0,0,0,5.0,1,Yes,Fiber optic,0,1,0,0,0,1,Monthly,0,Credit card (automatic),29.69,148.45,Yes,0-1,1,0,2,29.689999999999998,3.552713678800501e-15
CUST03054,Male,0,1,1,12.0,1,Yes,Fiber optic,0,0,0,0,0,0,Two year,0,Electronic check,43.32,519.84,No,0-1,0,1,0,43.32,0.0
CUST03055,Male,0,1,0,4.0,1,No,No,0,0,0,0,0,0,Monthly,1,Credit card (automatic),85.38,341.52,Yes,0-1,1,0,0,85.38,0.0
CUST03056,Female,0,0,0,48.0,1,No,Fiber optic,0,0,0,1,0,0,Monthly,1,Electronic check,81.78,3925.44,Yes,2-4,1,0,1,81.78,0.0
CUST03057,Male,0,0,1,21.0,1,Yes,Fiber optic,1,0,0,0,0,0,Monthly,0,Credit card (automatic),36.43,765.03,No,1-2,1,0,1,36.43,0.0
CUST03058,Female,0,1,0,3.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,1,Electronic check,22.6,67.8,Yes,0-1,1,0,0,22.599999999999998,3.552713678800501e-15
CUST03059,Female,0,0,1,3.0,1,No,Fiber optic,0,0,0,0,0,1,Monthly,0,Electronic check,80.5,241.5,Yes,0-1,1,0,1,80.5,0.0
CUST03060,Female,0,0,0,26.0,1,No,Fiber optic,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),77.52,2015.52,No,2-4,0,0,0,77.52,0.0
CUST03061,Female,0,1,0,21.0,1,No,DSL,0,0,0,1,0,0,Monthly,1,Electronic check,41.05,862.05,Yes,1-2,1,0,1,41.05,0.0
CUST03063,Male,1,0,0,42.0,1,Yes,DSL,1,0,0,0,1,0,Two year,0,Bank transfer (automatic),72.34,3038.28,No,2-4,0,0,2,72.34,0.0
CUST03064,Male,0,1,0,8.0,1,Yes,Fiber optic,1,0,0,0,0,0,Monthly,0,Mailed check,84.3,674.4,Yes,0-1,1,0,1,84.3,0.0
CUST03065,Male,1,0,1,19.0,1,No,DSL,1,0,0,0,0,0,Two year,1,Credit card (automatic),61.68,1171.92,No,1-2,0,0,1,61.68000000000001,-7.105427357601002e-15
CUST03066,Female,0,0,0,2.0,1,Yes,DSL,0,0,0,0,0,0,One year,0,Electronic check,25.8,51.6,No,0-1,0,0,0,25.8,0.0
CUST03068,Female,0,0,0,6.0,1,Yes,Fiber optic,0,0,0,0,0,0,One year,0,Electronic check,25.04,150.24,No,0-1,0,0,0,25.040000000000003,-3.552713678800501e-15
CUST03069,Female,0,0,0,21.0,1,No,Fiber optic,0,0,0,1,0,0,Monthly,1,Electronic check,23.38,490.98,Yes,1-2,1,0,1,23.380000000000003,-3.552713678800501e-15
CUST03070,Female,0,1,1,48.0,1,No,No,0,0,0,0,0,0,One year,0,Electronic check,28.85,1384.8,No,2-4,0,1,0,28.849999999999998,3.552713678800501e-15
CUST03071,Female,0,0,0,35.0,1,No,No,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),28.54,998.9,Yes,2-4,1,0,0,28.54,0.0
CUST03072,Male,1,0,1,4.0,1,No,DSL,0,1,0,1,0,1,Monthly,1,Mailed check,115.81,463.24,Yes,0-1,1,0,3,115.81,0.0
CUST03073,Male,0,0,0,45.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,1,Electronic check,76.76,3454.2,Yes,2-4,1,0,0,76.75999999999999,1.4210854715202004e-14
CUST03074,Male,0,0,0,9.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),110.74,996.66,No,0-1,1,0,0,110.74,0.0
CUST03075,Male,1,1,1,15.0,1,No phone service,Fiber optic,0,0,0,0,0,0,Monthly,0,Electronic check,37.57,563.55,No,1-2,1,1,0,37.57,0.0
CUST03076,Male,0,1,0,17.0,1,No,No,0,0,0,0,0,0,Monthly,1,Mailed check,20.89,355.13,No,1-2,1,0,0,20.89,0.0
CUST03077,Male,1,0,1,3.0,0,No phone service,Fiber optic,0,1,0,0,0,0,One year,0,Mailed check,45.72,137.16,No,0-1,0,0,1,45.72,0.0
CUST03079,Male,0,0,1,13.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Electronic check,19.09,248.17,Yes,1-2,1,0,0,19.09,0.0
CUST03080,Male,1,1,1,32.0,1,Yes,Fiber optic,0,0,1,0,0,0,Monthly,0,Electronic check,31.97,1023.04,No,2-4,1,1,1,31.97,0.0
CUST03081,Female,0,1,0,4.0,1,No,No,0,0,0,0,0,0,One year,0,Mailed check,36.2,144.8,No,0-1,0,0,0,36.2,0.0
CUST03082,Female,0,0,1,41.0,1,No,Fiber optic,1,0,0,0,0,0,Monthly,1,Bank transfer (automatic),27.74,1137.34,Yes,2-4,1,0,1,27.74,0.0
CUST03083,Male,0,0,0,41.0,1,No,DSL,0,1,0,0,0,0,Two year,1,Mailed check,31.01,1271.41,No,2-4,0,0,1,31.01,0.0
CUST03084,Female,0,0,0,15.0,1,No,DSL,0,0,0,1,0,0,Monthly,1,Bank transfer (automatic),38.26,573.9,Yes,1-2,1,0,1,38.26,0.0
CUST03085,Female,0,0,0,70.0,1,No phone service,Fiber optic,0,0,0,0,0,0,Two year,1,Credit card (automatic),89.08,6235.6,No,4-6,0,0,0,89.08,0.0
CUST03086,Male,0,1,1,5.0,1,Yes,Fiber optic,0,0,0,0,0,0,Two year,1,Electronic check,76.22,381.1,No,0-1,0,1,0,76.22,0.0
CUST03087,Female,0,0,0,7.0,1,No,Fiber optic,1,0,0,0,0,0,Two year,1,Mailed check,18.86,132.02,No,0-1,0,0,1,18.860000000000003,-3.552713678800501e-15
CUST03088,Female,0,0,0,2.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Mailed check,29.2,58.4,Yes,0-1,1,0,0,29.2,0.0
CUST03089,Female,0,1,0,41.0,1,Yes,DSL,0,0,0,0,0,0,Monthly,0,Credit card (automatic),45.29,1856.89,Yes,2-4,1,0,0,45.29,0.0
CUST03090,Male,0,0,0,37.0,1,Yes,Fiber optic,0,0,0,0,0,0,One year,1,Credit card (automatic),86.67,3206.79,Yes,2-4,0,0,0,86.67,0.0
CUST03092,Female,1,0,0,19.0,1,No,Fiber optic,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.96,474.24,No,1-2,0,0,0,24.96,0.0
CUST03093,Male,0,1,1,15.0,1,Yes,DSL,0,1,0,0,1,0,Monthly,0,Electronic check,42.46,636.9,No,1-2,1,1,2,42.46,0.0
CUST03094,Male,0,0,1,32.0,1,No,Fiber optic,1,0,0,0,0,0,Monthly,1,Bank transfer (automatic),40.4,1292.8,No,2-4,1,0,1,40.4,0.0
CUST03095,Male,0,0,0,43.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,0,Credit card (automatic),36.47,1568.21,Yes,2-4,1,0,0,36.47,0.0
CUST03096,Male,0,1,0,1.0,1,Yes,Fiber optic,0,0,1,0,0,0,Two year,1,Electronic check,37.06,37.06,No,0-1,0,0,1,37.06,0.0
CUST03097,Male,0,0,0,4.0,1,No,Fiber optic,0,0,0,1,0,0,Two year,0,Credit card (automatic),20.76,83.04,No,0-1,0,0,1,20.76,0.0
CUST03098,Female,0,0,1,18.0,1,No,No,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),39.26,706.68,No,1-2,1,0,0,39.26,0.0
CUST03099,Female,0,0,0,16.0,1,Yes,Fiber optic,0,0,0,0,1,1,Monthly,0,Electronic check,24.31,388.96,Yes,1-2,1,0,2,24.31,0.0
CUST03100,Male,0,0,1,62.0,1,Yes,DSL,0,1,0,0,0,0,Two year,1,Bank transfer (automatic),42.03,2605.86,No,4-6,0,0,1,42.03,0.0
CUST03101,Female,1,0,0,26.0,1,Yes,DSL,1,0,1,0,0,0,One year,0,Bank transfer (automatic),54.79,1424.54,No,2-4,0,0,2,54.79,0.0
CUST03102,Male,0,1,1,62.0,0,No phone service,DSL,0,0,1,0,0,0,One year,1,Electronic check,38.8,2405.6,No,4-6,0,1,1,38.8,0.0
CUST03103,Female,0,0,0,6.0,1,No,Fiber optic,0,0,1,1,1,0,Two year,0,Electronic check,40.98,245.88,No,0-1,0,0,3,40.98,0.0
CUST03104,Male,0,0,0,11.0,1,Yes,DSL,0,1,0,0,0,0,Two year,1,Credit card (automatic),42.07,462.77,No,0-1,0,0,1,42.07,0.0
CUST03106,Female,0,0,0,17.0,1,No,Fiber optic,0,0,0,0,0,0,Monthly,1,Mailed check,32.31,549.27,Yes,1-2,1,0,0,32.31,0.0
CUST03107,Female,1,0,0,12.0,1,Yes,DSL,0,0,0,0,0,0,Monthly,0,Mailed check,37.41,448.92,Yes,0-1,1,0,0,37.410000000000004,-7.105427357601002e-15
CUST03108,Male,0,1,1,11.0,1,Yes,DSL,1,0,1,1,0,1,Monthly,1,Credit card (automatic),84.16,925.76,Yes,0-1,1,1,4,84.16,0.0
CUST03109,Female,0,0,1,30.0,1,Yes,No,0,0,0,0,0,0,One year,1,Electronic check,18.91,567.3,No,2-4,0,0,0,18.91,0.0
CUST03110,Female,0,0,1,19.0,1,No,DSL,0,0,0,0,1,0,Two year,0,Mailed check,78.84,1497.96,No,1-2,0,0,1,78.84,0.0
CUST03111,Female,0,0,1,30.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),30.68,920.4,Yes,2-4,1,0,0,30.68,0.0
CUST03112,Female,1,0,0,9.0,1,Yes,Fiber optic,0,0,1,0,0,0,Monthly,0,Bank transfer (automatic),26.91,242.19,Yes,0-1,1,0,1,26.91,0.0
CUST03113,Female,0,0,0,41.0,1,Yes,Fiber optic,0,0,1,0,0,0,Monthly,0,Credit card (automatic),26.84,1100.44,No,2-4,1,0,1,26.84,0.0
CUST03114,Male,0,0,0,9.0,1,Yes,DSL,1,1,0,0,0,0,Monthly,0,Electronic check,46.29,416.61,No,0-1,1,0,2,46.29,0.0
CUST03115,Female,0,0,1,17.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Mailed check,41.52,705.84,No,1-2,1,0,0,41.52,0.0
CUST03116,Female,1,1,0,15.0,1,No,Fiber optic,0,0,0,1,1,0,One year,1,Electronic check,47.66,714.9,No,1-2,0,0,2,47.66,0.0
CUST03117,Male,1,0,0,46.0,1,No,Fiber optic,0,0,0,0,0,0,Monthly,1,Mailed check,44.92,2066.32,Yes,2-4,1,0,0,44.92,0.0
CUST03118,Female,0,0,1,22.0,1,Yes,Fiber optic,0,1,0,1,0,0,Monthly,0,Electronic check,84.26,1853.72,No,1-2,1,0,2,84.26,0.0
CUST03119,Female,0,1,0,23.0,1,Yes,Fiber optic,0,0,0,0,0,0,Two year,1,Mailed check,31.53,725.19,No,1-2,0,0,0,31.53,0.0
CUST03120,Female,0,0,1,40.0,1,No,No,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),52.44,2097.6,Yes,2-4,1,0,0,52.44,0.0
CUST03121,Male,0,0,0,13.0,1,Yes,Fiber optic,0,0,0,0,1,1,One year,0,Bank transfer (automatic),102.17,1328.21,No,1-2,0,0,2,102.17,0.0
CUST03122,Female,0,1,0,13.0,1,No,Fiber optic,0,0,0,0,1,0,Monthly,1,Electronic check,47.94,623.22,Yes,1-2,1,0,1,47.940000000000005,-7.105427357601002e-15
CUST03123,Male,0,1,0,26.0,0,No phone service,DSL,0,0,0,0,0,0,Monthly,0,Credit card (automatic),41.4,1076.4,No,2-4,1,0,0,41.400000000000006,-7.105427357601002e-15
CUST03124,Female,0,0,0,24.0,1,Yes,Fiber optic,0,1,0,0,0,0,One year,1,Credit card (automatic),18.97,455.28,Yes,1-2,0,0,1,18.97,0.0
CUST03125,Female,1,1,0,46.0,1,Yes,DSL,0,0,0,0,1,0,Two year,0,Mailed check,24.05,1106.3,No,2-4,0,0,1,24.05,0.0
CUST03126,Female,0,0,0,27.0,1,No,Fiber optic,0,0,0,1,0,0,One year,1,Electronic check,42.66,1151.82,No,2-4,0,0,1,42.66,0.0
CUST03127,Female,1,0,1,8.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,1,Electronic check,19.59,156.72,Yes,0-1,1,0,0,19.59,0.0
CUST03128,Male,0,0,1,21.0,1,Yes,Fiber optic,0,0,0,0,0,1,Monthly,1,Electronic check,41.08,862.68,Yes,1-2,1,0,1,41.08,0.0
CUST03129,Female,0,1,0,14.0,1,No,Fiber optic,0,0,1,1,0,0,Monthly,1,Mailed check,47.17,660.38,Yes,1-2,1,0,2,47.17,0.0
CUST03130,Male,1,0,1,33.0,0,No phone service,Fiber optic,0,0,1,1,0,0,Monthly,1,Electronic check,30.4,1003.2,No,2-4,1,0,2,30.400000000000002,-3.552713678800501e-15
CUST03131,Female,0,1,0,26.0,1,Yes,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),21.25,552.5,No,2-4,0,0,0,21.25,0.0
CUST03132,Female,0,0,0,32.0,1,No,Fiber optic,0,0,0,0,1,0,Monthly,1,Mailed check,32.04,1025.28,Yes,2-4,1,0,1,32.04,0.0
CUST03133,Male,1,0,0,16.0,1,Yes,DSL,0,0,0,0,0,0,Monthly,1,Electronic check,19.5,312.0,No,1-2,1,0,0,19.5,0.0
CUST03134,Female,1,0,0,14.0,1,No,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),49.08,687.12,No,1-2,0,0,0,49.08,0.0
CUST03135,Male,0,0,0,20.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),35.89,717.8,Yes,1-2,1,0,0,35.89,0.0
CUST03136,Male,0,1,0,8.0,0,No phone service,No,0,0,0,0,0,0,Monthly,0,Electronic check,117.11,936.88,No,0-1,1,0,0,117.11,0.0
CUST03137,Female,0,0,0,31.0,1,Yes,Fiber optic,1,0,0,0,0,0,Two year,1,Electronic check,32.35,1002.85,No,2-4,0,0,1,32.35,0.0
CUST03138,Male,0,1,1,38.0,1,Yes,Fiber optic,1,0,0,1,0,0,Monthly,0,Credit card (automatic),71.75,2726.5,Yes,2-4,1,1,2,71.75,0.0
CUST03139,Male,0,0,0,1.0,1,No,Fiber optic,1,0,0,1,0,0,Monthly,1,Bank transfer (automatic),45.22,45.22,Yes,0-1,1,0,2,45.22,0.0
CUST03140,Male,0,1,0,32.0,1,Yes,No,0,0,0,0,0,1,Monthly,0,Electronic check,71.38,2284.16,Yes,2-4,1,0,1,71.38,0.0
CUST03141,Male,0,0,0,2.0,1,No,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),35.06,70.12,No,0-1,0,0,0,35.06,0.0
CUST03142,Female,0,0,1,20.0,1,Yes,Fiber optic,0,0,0,0,0,0,One year,1,Electronic check,27.51,550.2,No,1-2,0,0,0,27.51,0.0
CUST03143,Female,0,0,0,47.0,1,No,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),98.78,4642.66,No,2-4,0,0,0,98.78,0.0
CUST03144,Female,0,0,0,14.0,1,Yes,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),38.16,534.24,Yes,1-2,0,0,3,38.160000000000004,-7.105427357601002e-15
CUST03145,Male,0,0,0,4.0,1,Yes,Fiber optic,0,1,0,1,1,1,Monthly,1,Mailed check,35.25,141.0,No,0-1,1,0,4,35.25,0.0
CUST03146,Female,0,0,0,38.0,1,Yes,No,0,0,0,0,0,0,Two year,1,Electronic check,54.21,2059.98,No,2-4,0,0,0,54.21,0.0
CUST03147,Male,0,0,0,21.0,1,No,DSL,0,0,0,0,0,0,One year,1,Electronic check,93.09,1954.89,No,1-2,0,0,0,93.09,0.0
CUST03148,Male,0,0,0,42.0,1,Yes,DSL,0,1,0,0,1,0,Monthly,0,Electronic check,23.54,988.68,Yes,2-4,1,0,2,23.54,0.0
CUST03149,Female,0,0,0,37.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Electronic check,31.2,1154.4,Yes,2-4,1,0,0,31.200000000000003,-3.552713678800501e-15
CUST03150,Female,0,0,0,28.0,1,Yes,No,0,0,0,0,0,0,One year,1,Credit card (automatic),43.3,1212.4,No,2-4,0,0,0,43.300000000000004,-7.105427357601002e-15
CUST03152,Female,0,0,1,11.0,1,Yes,DSL,0,0,1,0,0,0,Monthly,1,Electronic check,33.02,363.22,Yes,0-1,1,0,1,33.02,0.0
CUST03153,Female,0,1,0,12.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Credit card (automatic),31.64,379.68,Yes,0-1,1,0,0,31.64,0.0
CUST03154,Female,1,0,0,42.0,1,Yes,DSL,0,0,0,0,1,0,Monthly,0,Mailed check,49.77,2090.34,Yes,2-4,1,0,1,49.77,0.0
CUST03155,Male,1,1,1,19.0,1,Yes,Fiber optic,1,1,0,1,0,0,Monthly,0,Credit card (automatic),82.48,1567.12,No,1-2,1,1,3,82.47999999999999,1.4210854715202004e-14
CUST03156,Male,0,0,1,7.0,1,Yes,Fiber optic,1,0,0,0,0,0,One year,1,Electronic check,38.87,272.09,No,0-1,0,0,1,38.87,0.0
CUST03158,Female,1,0,1,44.0,1,No,Fiber optic,0,1,1,0,0,0,Monthly,1,Electronic check,43.43,1910.92,No,2-4,1,0,2,43.43,0.0
CUST03159,Male,0,1,0,11.0,1,Yes,DSL,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),39.06,429.66,Yes,0-1,1,0,0,39.06,0.0
CUST03160,Male,0,1,0,36.0,1,Yes,DSL,0,0,0,0,0,0,Two year,1,Electronic check,35.18,1266.48,No,2-4,0,0,0,35.18,0.0
CUST03161,Female,0,1,0,26.0,1,Yes,Fiber optic,0,0,0,0,0,1,Two year,1,Credit card (automatic),45.89,1193.14,No,2-4,0,0,1,45.89,0.0
CUST03162,Female,0,0,0,19.0,1,Yes,DSL,0,0,0,0,0,0,Monthly,0,Electronic check,51.57,979.83,No,1-2,1,0,0,51.57,0.0
CUST03163,Female,0,0,0,22.0,1,No,Fiber optic,0,0,0,0,0,0,Monthly,0,Bank transfer (automatic),111.34,2449.48,Yes,1-2,1,0,0,111.34,0.0
CUST03164,Female,1,1,0,41.0,1,No phone service,Fiber optic,0,0,0,0,0,0,One year,1,Electronic check,34.26,1404.66,No,2-4,0,0,0,34.260000000000005,-7.105427357601002e-15
CUST03165,Male,0,0,0,3.0,1,Yes,DSL,1,0,0,0,1,0,Two year,1,Electronic check,37.79,113.37,Yes,0-1,0,0,2,37.79,0.0
CUST03166,Male,0,1,0,31.0,1,Yes,Fiber optic,0,0,0,1,0,0,Two year,1,Electronic check,27.29,845.99,No,2-4,0,0,1,27.29,0.0
CUST03167,Male,0,0,1,17.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,1,Electronic check,81.38,1383.46,No,1-2,1,0,0,81.38,0.0
CUST03168,Female,0,0,0,42.0,1,No,Fiber optic,0,0,0,1,0,0,Monthly,1,Electronic check,18.78,788.76,Yes,2-4,1,0,1,18.78,0.0
CUST03169,Female,0,1,0,43.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Electronic check,39.12,1682.16,Yes,2-4,1,0,0,39.120000000000005,-7.105427357601002e-15
CUST03170,Female,0,0,0,27.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Electronic check,36.34,981.18,Yes,2-4,1,0,0,36.339999999999996,7.105427357601002e-15
CUST03171,Male,1,0,0,14.0,1,Yes,DSL,0,0,1,0,0,0,Two year,0,Electronic check,66.99,937.86,No,1-2,0,0,1,66.99,0.0
CUST03172,Male,1,1,0,64.0,1,Yes,DSL,1,0,0,0,0,0,One year,1,Bank transfer (automatic),38.63,2472.32,No,4-6,0,0,1,38.63,0.0
CUST03173,Female,0,0,0,22.0,1,No,No,0,0,0,0,0,0,Monthly,1,Mailed check,115.17,2533.74,No,1-2,1,0,0,115.16999999999999,1.4210854715202004e-14
CUST03174,Female,0,0,0,16.0,1,No,DSL,0,0,0,0,0,0,Two year,1,Electronic check,23.82,381.12,Yes,1-2,0,0,0,23.82,0.0
CUST03175,Female,0,0,1,5.0,1,No,Fiber optic,0,0,0,0,1,0,One year,1,Electronic check,59.29,296.45,No,0-1,0,0,1,59.29,0.0
CUST03176,Female,0,0,0,25.0,1,No,DSL,0,0,0,1,0,1,Monthly,1,Electronic check,102.69,2567.25,Yes,2-4,1,0,2,102.69,0.0
CUST03177,Female,0,0,0,22.0,1,No,Fiber optic,1,0,1,0,0,1,Monthly,1,Electronic check,21.12,464.64,Yes,1-2,1,0,3,21.12,0.0
CUST03178,Female,0,1,0,67.0,1,Yes,Fiber optic,0,0,0,1,0,1,One year,1,Electronic check,56.61,3792.87,No,4-6,0,0,2,56.61,0.0
CUST03179,Male,0,0,0,2.0,1,Yes,Fiber optic,0,1,0,1,0,0,Monthly,1,Electronic check,83.31,166.62,Yes,0-1,1,0,2,83.31,0.0
CUST03180,Female,0,0,0,27.0,0,No phone service,No,0,0,0,0,0,0,Monthly,0,Credit card (automatic),108.78,2937.06,Yes,2-4,1,0,0,108.78,0.0
CUST03181,Male,0,1,0,38.0,1,Yes,Fiber optic,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),31.86,1210.68,No,2-4,0,0,0,31.860000000000003,-3.552713678800501e-15
CUST03182,Male,0,1,0,8.0,1,Yes,DSL,1,1,0,0,0,0,Monthly,1,Bank transfer (automatic),71.78,574.24,Yes,0-1,1,0,2,71.78,0.0
CUST03183,Female,0,0,0,15.0,1,Yes,Fiber optic,0,0,0,1,0,1,Monthly,1,Electronic check,39.07,586.05,No,1-2,1,0,2,39.07,0.0
CUST03184,Female,0,1,0,38.0,1,No,DSL,0,0,0,0,0,0,Two year,1,Credit card (automatic),38.57,1465.66,No,2-4,0,0,0,38.57,0.0
CUST03185,Female,0,1,0,55.0,1,No,No,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),22.09,1214.95,No,4-6,1,0,0,22.09,0.0
CUST03186,Male,1,1,0,45.0,1,No,No,0,0,0,0,0,0,Monthly,1,Electronic check,31.74,1428.3,Yes,2-4,1,0,0,31.74,0.0
CUST03187,Male,1,0,0,23.0,1,Yes,DSL,0,0,0,1,0,1,Monthly,1,Mailed check,51.95,1194.85,Yes,1-2,1,0,2,51.949999999999996,7.105427357601002e-15
CUST03188,Female,0,0,0,4.0,1,No,DSL,0,0,0,0,1,0,Monthly,0,Electronic check,65.06,260.24,Yes,0-1,1,0,1,65.06,0.0
CUST03189,Female,0,0,1,18.0,1,Yes,Fiber optic,0,0,0,1,0,0,Two year,1,Electronic check,39.84,717.12,No,1-2,0,0,1,39.84,0.0
CUST03190,Female,1,1,0,4.0,1,Yes,DSL,0,1,0,0,0,0,Monthly,1,Mailed check,35.24,140.96,Yes,0-1,1,0,1,35.24,0.0
CUST03191,Male,1,1,0,6.0,1,No,Fiber optic,0,1,0,0,1,0,Two year,1,Mailed check,33.3,199.8,No,0-1,0,0,2,33.300000000000004,-7.105427357601002e-15
CUST03192,Male,1,0,0,7.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Credit card (automatic),62.76,439.32,No,0-1,1,0,0,62.76,0.0
CUST03193,Male,0,0,0,26.0,0,No phone service,Fiber optic,1,0,1,0,0,0,One year,0,Electronic check,38.15,991.9,Yes,2-4,0,0,2,38.15,0.0
CUST03194,Female,0,0,0,39.0,1,Yes,Fiber optic,0,0,0,1,0,0,One year,1,Bank transfer (automatic),22.47,876.33,No,2-4,0,0,1,22.470000000000002,-3.552713678800501e-15
CUST03195,Male,0,0,0,17.0,1,Yes,Fiber optic,1,0,0,0,0,0,Monthly,1,Credit card (automatic),27.22,462.74,No,1-2,1,0,1,27.22,0.0
CUST03196,Female,1,0,0,15.0,1,Yes,Fiber optic,0,1,0,1,0,0,Two year,0,Mailed check,41.29,619.35,No,1-2,0,0,2,41.29,0.0
CUST03197,Male,0,1,1,17.0,1,No,Fiber optic,1,0,0,1,1,0,One year,1,Electronic check,39.25,667.25,No,1-2,0,1,3,39.25,0.0
CUST03198,Male,0,0,0,13.0,1,No,Fiber optic,0,0,0,0,0,1,One year,0,Electronic check,22.73,295.49,No,1-2,0,0,1,22.73,0.0
CUST03199,Female,0,0,0,55.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Bank transfer (automatic),40.1,2205.5,Yes,4-6,1,0,0,40.1,0.0
CUST03200,Male,0,0,0,17.0,1,Yes,Fiber optic,0,0,0,0,0,1,Monthly,0,Mailed check,109.16,1855.72,Yes,1-2,1,0,1,109.16,0.0
CUST03201,Female,0,0,1,33.0,1,No,Fiber optic,0,0,0,0,0,1,Monthly,1,Electronic check,26.78,883.74,Yes,2-4,1,0,1,26.78,0.0
CUST03202,Male,0,0,1,25.0,0,No phone service,DSL,1,0,0,1,0,0,One year,0,Electronic check,28.96,724.0,Yes,2-4,0,0,2,28.96,0.0
CUST03203,Male,0,1,0,21.0,1,No,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),91.96,1931.16,No,1-2,0,0,3,91.96000000000001,-1.4210854715202004e-14
CUST03204,Male,1,1,1,34.0,1,Yes,Fiber optic,0,1,0,1,0,0,Monthly,0,Electronic check,105.61,3590.74,Yes,2-4,1,1,2,105.61,0.0
CUST03205,Female,0,1,0,25.0,0,No phone service,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),47.88,1197.0,No,2-4,0,0,0,47.88,0.0
CUST03206,Male,0,0,0,19.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,0,Bank transfer (automatic),92.71,1761.49,Yes,1-2,1,0,0,92.71,0.0
CUST03207,Male,0,1,0,5.0,0,No phone service,Fiber optic,0,1,0,0,0,0,Monthly,0,Bank transfer (automatic),28.28,141.4,Yes,0-1,1,0,1,28.28,0.0
CUST03208,Female,0,1,0,61.0,1,No,No,0,0,0,0,0,0,Monthly,1,Electronic check,72.5,4422.5,Yes,4-6,1,0,0,72.5,0.0
CUST03209,Male,0,0,1,5.0,1,Yes,Fiber optic,0,0,1,0,0,0,Monthly,1,Electronic check,26.0,130.0,No,0-1,1,0,1,26.0,0.0
CUST03210,Male,0,0,1,12.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Credit card (automatic),18.07,216.84,Yes,0-1,1,0,0,18.07,0.0
CUST03211,Female,0,1,0,18.0,1,Yes,Fiber optic,0,0,0,1,0,0,One year,1,Electronic check,44.82,806.76,No,1-2,0,0,1,44.82,0.0
CUST03213,Male,0,0,0,17.0,0,No phone service,Fiber optic,0,0,0,1,0,0,Monthly,1,Credit card (automatic),28.85,490.45,Yes,1-2,1,0,1,28.849999999999998,3.552713678800501e-15
CUST03214,Female,0,0,1,58.0,1,No,Fiber optic,1,0,1,0,0,1,Two year,0,Electronic check,71.53,4148.74,No,4-6,0,0,3,71.53,0.0
CUST03215,Male,0,1,0,14.0,1,No phone service,DSL,0,0,0,0,0,0,Monthly,1,Mailed check,66.18,926.52,Yes,1-2,1,0,0,66.17999999999999,1.4210854715202004e-14
CUST03216,Male,0,0,0,41.0,1,Yes,Fiber optic,1,0,0,0,0,0,Two year,1,Mailed check,44.95,1842.95,No,2-4,0,0,1,44.95,0.0
CUST03217,Female,1,1,1,26.0,1,Yes,Fiber optic,0,0,0,1,1,0,Monthly,1,Bank transfer (automatic),50.54,1314.04,Yes,2-4,1,1,2,50.54,0.0
CUST03218,Female,1,1,0,48.0,1,No,DSL,0,1,0,1,0,0,Monthly,1,Electronic check,37.58,1803.84,Yes,2-4,1,0,2,37.58,0.0
